0X00111705 	 741  	 0X00060000 	 0X00000006 	 2 
0X00220103 	 4094 	 0X00c00000 	 0X00000000 	 9 
0X00220103 	 4095 	 0X00c00000 	 0X00000000 	 8 
0X00220103 	 4092 	 0X00c00000 	 0X00000000 	 9 
0X00220103 	 4093 	 0X00c00000 	 0X00000000 	 8 
0X00220103 	 4090 	 0X00c00000 	 0X00000000 	 9 
0X00220103 	 4091 	 0X00c00000 	 0X00000000 	 8 
0X00220103 	 4088 	 0X00c000c0 	 0X00000000 	 9 
0X00220103 	 4089 	 0X00c000c0 	 0X00000000 	 8 
0X00220103 	 4122 	 0X00800000 	 0X00000080 	 9 
0X00220103 	 4123 	 0X00800000 	 0X00000080 	 8 
0X00220103 	 4120 	 0X00800000 	 0X00000000 	 9 
0X00220103 	 4121 	 0X00800000 	 0X00000000 	 8 
0X00220103 	 4118 	 0X00800000 	 0X00000000 	 9 
0X00220103 	 4119 	 0X00800000 	 0X00000000 	 8 
0X00220103 	 4116 	 0X00800000 	 0X00000000 	 9 
0X00220103 	 4117 	 0X00800000 	 0X00000000 	 8 
0X00220103 	 4114 	 0X00800000 	 0X00000000 	 9 
0X00220103 	 4115 	 0X00800000 	 0X00000000 	 8 
0X00220103 	 4112 	 0X00800080 	 0X00000000 	 9 
0X00220103 	 4113 	 0X00800080 	 0X00000000 	 8 
0X00220103 	 5298 	 0X00c00000 	 0X000000c0 	 10
0X00220103 	 5299 	 0X00c00000 	 0X000000c0 	 11
0X00220103 	 5296 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5297 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5294 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5295 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5292 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5293 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5290 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5291 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5288 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5289 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5322 	 0X00c00000 	 0X000000c0 	 10
0X00220103 	 5323 	 0X00c00000 	 0X000000c0 	 11
0X00220103 	 5320 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5321 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5318 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5319 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5316 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5317 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5314 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5315 	 0X00c00000 	 0X00000000 	 11
0X00220103 	 5312 	 0X00c00000 	 0X00000000 	 10
0X00220103 	 5313 	 0X00c00000 	 0X00000000 	 11
0X00220104 	 3114 	 0X01800000 	 0X00000180 	 6 
0X00220104 	 3115 	 0X01800000 	 0X00000180 	 7 
0X00220104 	 3112 	 0X01800000 	 0X00000000 	 6 
0X00220104 	 3113 	 0X01800000 	 0X00000000 	 7 
0X00220104 	 3110 	 0X01800000 	 0X00000000 	 6 
0X00220104 	 3111 	 0X01800000 	 0X00000000 	 7 
0X00220104 	 3108 	 0X01800000 	 0X00000000 	 6 
0X00220104 	 3109 	 0X01800000 	 0X00000000 	 7 
0X00220104 	 3106 	 0X01800000 	 0X00000000 	 6 
0X00220104 	 3107 	 0X01800000 	 0X00000000 	 7 
0X00220104 	 3104 	 0X01800180 	 0X00000000 	 6 
0X00220104 	 3105 	 0X01800180 	 0X00000000 	 7 
0X00220104 	 5370 	 0X01800000 	 0X00000180 	 10
0X00220104 	 5371 	 0X01800000 	 0X00000180 	 11
0X00220104 	 5368 	 0X01800000 	 0X00000000 	 10
0X00220104 	 5369 	 0X01800000 	 0X00000000 	 11
0X00220104 	 5366 	 0X01800000 	 0X00000000 	 10
0X00220104 	 5367 	 0X01800000 	 0X00000000 	 11
0X00220104 	 5364 	 0X01800000 	 0X00000000 	 10
0X00220104 	 5365 	 0X01800000 	 0X00000000 	 11
0X00220104 	 5362 	 0X01800000 	 0X00000000 	 10
0X00220104 	 5363 	 0X01800000 	 0X00000000 	 11
0X00220104 	 5360 	 0X01800000 	 0X00000000 	 10
0X00220104 	 5361 	 0X01800000 	 0X00000000 	 11
0X00220104 	 2274 	 0X01800000 	 0X00000180 	 5 
0X00220104 	 2275 	 0X01800000 	 0X00000180 	 4 
0X00220104 	 2272 	 0X01800000 	 0X00000000 	 5 
0X00220104 	 2273 	 0X01800000 	 0X00000000 	 4 
0X00220104 	 2270 	 0X01800000 	 0X00000000 	 5 
0X00220104 	 2271 	 0X01800000 	 0X00000000 	 4 
0X00220104 	 2268 	 0X01800000 	 0X00000000 	 5 
0X00220104 	 2269 	 0X01800000 	 0X00000000 	 4 
0X00220104 	 2266 	 0X01800180 	 0X00000000 	 5 
0X00220104 	 2267 	 0X01800180 	 0X00000000 	 4 
0X00220104 	 2264 	 0X01800180 	 0X00000000 	 5 
0X00220104 	 2265 	 0X01800180 	 0X00000000 	 4 
0X00220104 	 2298 	 0X01800000 	 0X00000180 	 5 
0X00220104 	 2299 	 0X01800000 	 0X00000180 	 4 
0X00220104 	 2296 	 0X01800000 	 0X00000000 	 5 
0X00220104 	 2297 	 0X01800000 	 0X00000000 	 4 
0X00220104 	 2294 	 0X01800000 	 0X00000000 	 5 
0X00220104 	 2295 	 0X01800000 	 0X00000000 	 4 
0X00220104 	 2292 	 0X01800000 	 0X00000000 	 5 
0X00220104 	 2293 	 0X01800000 	 0X00000000 	 4 
0X00220104 	 2290 	 0X01800180 	 0X00000000 	 5 
0X00220104 	 2291 	 0X01800180 	 0X00000000 	 4 
0X00220104 	 2288 	 0X01800180 	 0X00000000 	 5 
0X00220104 	 2289 	 0X01800180 	 0X00000000 	 4 
0X00220105 	 3138 	 0X01800000 	 0X00000180 	 6 
0X00220105 	 3139 	 0X01800000 	 0X00000180 	 7 
0X00220105 	 3136 	 0X01800000 	 0X00000000 	 6 
0X00220105 	 3137 	 0X01800000 	 0X00000000 	 7 
0X00220105 	 3134 	 0X01800000 	 0X00000000 	 6 
0X00220105 	 3135 	 0X01800000 	 0X00000000 	 7 
0X00220105 	 3132 	 0X01800000 	 0X00000000 	 6 
0X00220105 	 3133 	 0X01800000 	 0X00000000 	 7 
0X00220105 	 3130 	 0X01800000 	 0X00000000 	 6 
0X00220105 	 3131 	 0X01800000 	 0X00000000 	 7 
0X00220105 	 3128 	 0X01800180 	 0X00000000 	 6 
0X00220105 	 3129 	 0X01800180 	 0X00000000 	 7 
0X00220105 	 3162 	 0X03000000 	 0X00000300 	 6 
0X00220105 	 3163 	 0X03000000 	 0X00000300 	 7 
0X00220105 	 3160 	 0X03000000 	 0X00000000 	 6 
0X00220105 	 3161 	 0X03000000 	 0X00000000 	 7 
0X00220105 	 3158 	 0X03000000 	 0X00000000 	 6 
0X00220105 	 3159 	 0X03000000 	 0X00000000 	 7 
0X00220105 	 3156 	 0X03000000 	 0X00000000 	 6 
0X00220105 	 3157 	 0X03000000 	 0X00000000 	 7 
0X00220105 	 3154 	 0X03000000 	 0X00000000 	 6 
0X00220105 	 3155 	 0X03000000 	 0X00000000 	 7 
0X00220105 	 3152 	 0X03000300 	 0X00000000 	 6 
0X00220105 	 3153 	 0X03000300 	 0X00000000 	 7 
0X00220105 	 4146 	 0X01800000 	 0X00000180 	 9 
0X00220105 	 4147 	 0X01800000 	 0X00000180 	 8 
0X00220105 	 4144 	 0X01800000 	 0X00000000 	 9 
0X00220105 	 4145 	 0X01800000 	 0X00000000 	 8 
0X00220105 	 4142 	 0X01800000 	 0X00000000 	 9 
0X00220105 	 4143 	 0X01800000 	 0X00000000 	 8 
0X00220105 	 4140 	 0X01800000 	 0X00000000 	 9 
0X00220105 	 4141 	 0X01800000 	 0X00000000 	 8 
0X00220105 	 4138 	 0X01800000 	 0X00000000 	 9 
0X00220105 	 4139 	 0X01800000 	 0X00000000 	 8 
0X00220105 	 4136 	 0X01800180 	 0X00000000 	 9 
0X00220105 	 4137 	 0X01800180 	 0X00000000 	 8 
0X00220105 	 4170 	 0X01800000 	 0X00000180 	 9 
0X00220105 	 4171 	 0X01800000 	 0X00000180 	 8 
0X00220105 	 4168 	 0X01800000 	 0X00000000 	 9 
0X00220105 	 4169 	 0X01800000 	 0X00000000 	 8 
0X00220105 	 4166 	 0X01800000 	 0X00000000 	 9 
0X00220105 	 4167 	 0X01800000 	 0X00000000 	 8 
0X00220105 	 4164 	 0X01800000 	 0X00000000 	 9 
0X00220105 	 4165 	 0X01800000 	 0X00000000 	 8 
0X00220105 	 4162 	 0X01800000 	 0X00000000 	 9 
0X00220105 	 4163 	 0X01800000 	 0X00000000 	 8 
0X00220105 	 4160 	 0X01800180 	 0X00000000 	 9 
0X00220105 	 4161 	 0X01800180 	 0X00000000 	 8 
0X00220105 	 5394 	 0X01800000 	 0X00000180 	 10
0X00220105 	 5395 	 0X01800000 	 0X00000180 	 11
0X00220105 	 5392 	 0X01800000 	 0X00000000 	 10
0X00220105 	 5393 	 0X01800000 	 0X00000000 	 11
0X00220105 	 5390 	 0X01800000 	 0X00000000 	 10
0X00220105 	 5391 	 0X01800000 	 0X00000000 	 11
0X00220105 	 5388 	 0X01800000 	 0X00000000 	 10
0X00220105 	 5389 	 0X01800000 	 0X00000000 	 11
0X00220105 	 5386 	 0X01800000 	 0X00000000 	 10
0X00220105 	 5387 	 0X01800000 	 0X00000000 	 11
0X00220105 	 5384 	 0X01800000 	 0X00000000 	 10
0X00220105 	 5385 	 0X01800000 	 0X00000000 	 11
0X00220105 	 5418 	 0X01000000 	 0X00000100 	 10
0X00220105 	 5419 	 0X01000000 	 0X00000100 	 11
0X00220105 	 5416 	 0X01000000 	 0X00000000 	 10
0X00220105 	 5417 	 0X01000000 	 0X00000000 	 11
0X00220105 	 5414 	 0X01000000 	 0X00000000 	 10
0X00220105 	 5415 	 0X01000000 	 0X00000000 	 11
0X00220105 	 5412 	 0X01000000 	 0X00000000 	 10
0X00220105 	 5413 	 0X01000000 	 0X00000000 	 11
0X00220105 	 5410 	 0X01000000 	 0X00000000 	 10
0X00220105 	 5411 	 0X01000000 	 0X00000000 	 11
0X00220105 	 5408 	 0X01000000 	 0X00000000 	 10
0X00220105 	 5409 	 0X01000000 	 0X00000000 	 11
0X00220106 	 2322 	 0X03000000 	 0X00000300 	 5 
0X00220106 	 2323 	 0X03000000 	 0X00000300 	 4 
0X00220106 	 2320 	 0X03000000 	 0X00000000 	 5 
0X00220106 	 2321 	 0X03000000 	 0X00000000 	 4 
0X00220106 	 2318 	 0X03000000 	 0X00000000 	 5 
0X00220106 	 2319 	 0X03000000 	 0X00000000 	 4 
0X00220106 	 2316 	 0X03000000 	 0X00000000 	 5 
0X00220106 	 2317 	 0X03000000 	 0X00000000 	 4 
0X00220106 	 2314 	 0X03000300 	 0X00000000 	 5 
0X00220106 	 2315 	 0X03000300 	 0X00000000 	 4 
0X00220106 	 2312 	 0X03000300 	 0X00000000 	 5 
0X00220106 	 2313 	 0X03000300 	 0X00000000 	 4 
0X00220106 	 2346 	 0X03000000 	 0X00000300 	 5 
0X00220106 	 2347 	 0X03000000 	 0X00000300 	 4 
0X00220106 	 2344 	 0X03000000 	 0X00000000 	 5 
0X00220106 	 2345 	 0X03000000 	 0X00000000 	 4 
0X00220106 	 2342 	 0X03000000 	 0X00000000 	 5 
0X00220106 	 2343 	 0X03000000 	 0X00000000 	 4 
0X00220106 	 2340 	 0X03000000 	 0X00000000 	 5 
0X00220106 	 2341 	 0X03000000 	 0X00000000 	 4 
0X00220106 	 2338 	 0X03000300 	 0X00000000 	 5 
0X00220106 	 2339 	 0X03000300 	 0X00000000 	 4 
0X00220106 	 2336 	 0X03000300 	 0X00000000 	 5 
0X00220106 	 2337 	 0X03000300 	 0X00000000 	 4 
0X00220106 	 3186 	 0X03000000 	 0X00000300 	 6 
0X00220106 	 3187 	 0X03000000 	 0X00000300 	 7 
0X00220106 	 3184 	 0X03000000 	 0X00000000 	 6 
0X00220106 	 3185 	 0X03000000 	 0X00000000 	 7 
0X00220106 	 3182 	 0X03000000 	 0X00000000 	 6 
0X00220106 	 3183 	 0X03000000 	 0X00000000 	 7 
0X00220106 	 3180 	 0X03000000 	 0X00000000 	 6 
0X00220106 	 3181 	 0X03000000 	 0X00000000 	 7 
0X00220106 	 3178 	 0X03000000 	 0X00000000 	 6 
0X00220106 	 3179 	 0X03000000 	 0X00000000 	 7 
0X00220106 	 3176 	 0X03000300 	 0X00000000 	 6 
0X00220106 	 3177 	 0X03000300 	 0X00000000 	 7 
0X00220106 	 3210 	 0X02000000 	 0X00000200 	 6 
0X00220106 	 3211 	 0X02000000 	 0X00000200 	 7 
0X00220106 	 3208 	 0X02000000 	 0X00000000 	 6 
0X00220106 	 3209 	 0X02000000 	 0X00000000 	 7 
0X00220106 	 3206 	 0X02000000 	 0X00000000 	 6 
0X00220106 	 3207 	 0X02000000 	 0X00000000 	 7 
0X00220106 	 3204 	 0X02000000 	 0X00000000 	 6 
0X00220106 	 3205 	 0X02000000 	 0X00000000 	 7 
0X00220106 	 3202 	 0X02000000 	 0X00000000 	 6 
0X00220106 	 3203 	 0X02000000 	 0X00000000 	 7 
0X00220106 	 3200 	 0X02000200 	 0X00000000 	 6 
0X00220106 	 3201 	 0X02000200 	 0X00000000 	 7 
0X00220107 	 4194 	 0X01000000 	 0X00000100 	 9 
0X00220107 	 4195 	 0X01000000 	 0X00000100 	 8 
0X00220107 	 4192 	 0X01000000 	 0X00000000 	 9 
0X00220107 	 4193 	 0X01000000 	 0X00000000 	 8 
0X00220107 	 4190 	 0X01000000 	 0X00000000 	 9 
0X00220107 	 4191 	 0X01000000 	 0X00000000 	 8 
0X00220107 	 4188 	 0X01000000 	 0X00000000 	 9 
0X00220107 	 4189 	 0X01000000 	 0X00000000 	 8 
0X00220107 	 4186 	 0X01000000 	 0X00000000 	 9 
0X00220107 	 4187 	 0X01000000 	 0X00000000 	 8 
0X00220107 	 4184 	 0X01000100 	 0X00000000 	 9 
0X00220107 	 4185 	 0X01000100 	 0X00000000 	 8 
0X00220107 	 4218 	 0X03000000 	 0X00000300 	 9 
0X00220107 	 4219 	 0X03000000 	 0X00000300 	 8 
0X00220107 	 4216 	 0X03000000 	 0X00000000 	 9 
0X00220107 	 4217 	 0X03000000 	 0X00000000 	 8 
0X00220107 	 4214 	 0X03000000 	 0X00000000 	 9 
0X00220107 	 4215 	 0X03000000 	 0X00000000 	 8 
0X00220107 	 4212 	 0X03000000 	 0X00000000 	 9 
0X00220107 	 4213 	 0X03000000 	 0X00000000 	 8 
0X00220107 	 4210 	 0X03000000 	 0X00000000 	 9 
0X00220107 	 4211 	 0X03000000 	 0X00000000 	 8 
0X00220107 	 4208 	 0X03000300 	 0X00000000 	 9 
0X00220107 	 4209 	 0X03000300 	 0X00000000 	 8 
0X00220107 	 4242 	 0X03000000 	 0X00000300 	 9 
0X00220107 	 4243 	 0X03000000 	 0X00000300 	 8 
0X00220107 	 4240 	 0X03000000 	 0X00000000 	 9 
0X00220107 	 4241 	 0X03000000 	 0X00000000 	 8 
0X00220107 	 4238 	 0X03000000 	 0X00000000 	 9 
0X00220107 	 4239 	 0X03000000 	 0X00000000 	 8 
0X00220107 	 4236 	 0X03000000 	 0X00000000 	 9 
0X00220107 	 4237 	 0X03000000 	 0X00000000 	 8 
0X00220107 	 4234 	 0X03000000 	 0X00000000 	 9 
0X00220107 	 4235 	 0X03000000 	 0X00000000 	 8 
0X00220107 	 4232 	 0X03000300 	 0X00000000 	 9 
0X00220107 	 4233 	 0X03000300 	 0X00000000 	 8 
0X00220107 	 4266 	 0X02000000 	 0X00000200 	 9 
0X00220107 	 4267 	 0X02000000 	 0X00000200 	 8 
0X00220107 	 4264 	 0X02000000 	 0X00000000 	 9 
0X00220107 	 4265 	 0X02000000 	 0X00000000 	 8 
0X00220107 	 4262 	 0X02000000 	 0X00000000 	 9 
0X00220107 	 4263 	 0X02000000 	 0X00000000 	 8 
0X00220107 	 4260 	 0X02000000 	 0X00000000 	 9 
0X00220107 	 4261 	 0X02000000 	 0X00000000 	 8 
0X00220107 	 4258 	 0X02000000 	 0X00000000 	 9 
0X00220107 	 4259 	 0X02000000 	 0X00000000 	 8 
0X00220107 	 4256 	 0X02000200 	 0X00000000 	 9 
0X00220107 	 4257 	 0X02000200 	 0X00000000 	 8 
0X00220107 	 5442 	 0X03000000 	 0X00000300 	 10
0X00220107 	 5443 	 0X03000000 	 0X00000300 	 11
0X00220107 	 5440 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5441 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5438 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5439 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5436 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5437 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5434 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5435 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5432 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5433 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5466 	 0X03000000 	 0X00000300 	 10
0X00220107 	 5467 	 0X03000000 	 0X00000300 	 11
0X00220107 	 5464 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5465 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5462 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5463 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5460 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5461 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5458 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5459 	 0X03000000 	 0X00000000 	 11
0X00220107 	 5456 	 0X03000000 	 0X00000000 	 10
0X00220107 	 5457 	 0X03000000 	 0X00000000 	 11
0X00220108 	 4290 	 0X06000000 	 0X00000600 	 9 
0X00220108 	 4291 	 0X06000000 	 0X00000600 	 8 
0X00220108 	 4288 	 0X06000000 	 0X00000000 	 9 
0X00220108 	 4289 	 0X06000000 	 0X00000000 	 8 
0X00220108 	 4286 	 0X06000000 	 0X00000000 	 9 
0X00220108 	 4287 	 0X06000000 	 0X00000000 	 8 
0X00220108 	 4284 	 0X06000000 	 0X00000000 	 9 
0X00220108 	 4285 	 0X06000000 	 0X00000000 	 8 
0X00220108 	 4282 	 0X06000000 	 0X00000000 	 9 
0X00220108 	 4283 	 0X06000000 	 0X00000000 	 8 
0X00220108 	 4280 	 0X06000600 	 0X00000000 	 9 
0X00220108 	 4281 	 0X06000600 	 0X00000000 	 8 
0X00220108 	 4314 	 0X06000000 	 0X00000600 	 9 
0X00220108 	 4315 	 0X06000000 	 0X00000600 	 8 
0X00220108 	 4312 	 0X06000000 	 0X00000000 	 9 
0X00220108 	 4313 	 0X06000000 	 0X00000000 	 8 
0X00220108 	 4310 	 0X06000000 	 0X00000000 	 9 
0X00220108 	 4311 	 0X06000000 	 0X00000000 	 8 
0X00220108 	 4308 	 0X06000000 	 0X00000000 	 9 
0X00220108 	 4309 	 0X06000000 	 0X00000000 	 8 
0X00220108 	 4306 	 0X06000000 	 0X00000000 	 9 
0X00220108 	 4307 	 0X06000000 	 0X00000000 	 8 
0X00220108 	 4304 	 0X06000600 	 0X00000000 	 9 
0X00220108 	 4305 	 0X06000600 	 0X00000000 	 8 
0X00220108 	 4338 	 0X04000000 	 0X00000400 	 9 
0X00220108 	 4339 	 0X04000000 	 0X00000400 	 8 
0X00220108 	 4336 	 0X04000000 	 0X00000000 	 9 
0X00220108 	 4337 	 0X04000000 	 0X00000000 	 8 
0X00220108 	 4334 	 0X04000000 	 0X00000000 	 9 
0X00220108 	 4335 	 0X04000000 	 0X00000000 	 8 
0X00220108 	 4332 	 0X04000000 	 0X00000000 	 9 
0X00220108 	 4333 	 0X04000000 	 0X00000000 	 8 
0X00220108 	 4330 	 0X04000000 	 0X00000000 	 9 
0X00220108 	 4331 	 0X04000000 	 0X00000000 	 8 
0X00220108 	 4328 	 0X04000400 	 0X00000000 	 9 
0X00220108 	 4329 	 0X04000400 	 0X00000000 	 8 
0X00220108 	 4362 	 0X0c000000 	 0X00000c00 	 9 
0X00220108 	 4363 	 0X0c000000 	 0X00000c00 	 8 
0X00220108 	 4360 	 0X0c000000 	 0X00000000 	 9 
0X00220108 	 4361 	 0X0c000000 	 0X00000000 	 8 
0X00220108 	 4358 	 0X0c000000 	 0X00000000 	 9 
0X00220108 	 4359 	 0X0c000000 	 0X00000000 	 8 
0X00220108 	 4356 	 0X0c000000 	 0X00000000 	 9 
0X00220108 	 4357 	 0X0c000000 	 0X00000000 	 8 
0X00220108 	 4354 	 0X0c000000 	 0X00000000 	 9 
0X00220108 	 4355 	 0X0c000000 	 0X00000000 	 8 
0X00220108 	 4352 	 0X0c000c00 	 0X00000000 	 9 
0X00220108 	 4353 	 0X0c000c00 	 0X00000000 	 8 
0X00220108 	 3234 	 0X06000000 	 0X00000600 	 6 
0X00220108 	 3235 	 0X06000000 	 0X00000600 	 7 
0X00220108 	 3232 	 0X06000000 	 0X00000000 	 6 
0X00220108 	 3233 	 0X06000000 	 0X00000000 	 7 
0X00220108 	 3230 	 0X06000000 	 0X00000000 	 6 
0X00220108 	 3231 	 0X06000000 	 0X00000000 	 7 
0X00220108 	 3228 	 0X06000000 	 0X00000000 	 6 
0X00220108 	 3229 	 0X06000000 	 0X00000000 	 7 
0X00220108 	 3226 	 0X06000000 	 0X00000000 	 6 
0X00220108 	 3227 	 0X06000000 	 0X00000000 	 7 
0X00220108 	 3224 	 0X06000600 	 0X00000000 	 6 
0X00220108 	 3225 	 0X06000600 	 0X00000000 	 7 
0X00220108 	 3258 	 0X06000000 	 0X00000600 	 6 
0X00220108 	 3259 	 0X06000000 	 0X00000600 	 7 
0X00220108 	 3256 	 0X06000000 	 0X00000000 	 6 
0X00220108 	 3257 	 0X06000000 	 0X00000000 	 7 
0X00220108 	 3254 	 0X06000000 	 0X00000000 	 6 
0X00220108 	 3255 	 0X06000000 	 0X00000000 	 7 
0X00220108 	 3252 	 0X06000000 	 0X00000000 	 6 
0X00220108 	 3253 	 0X06000000 	 0X00000000 	 7 
0X00220108 	 3250 	 0X06000000 	 0X00000000 	 6 
0X00220108 	 3251 	 0X06000000 	 0X00000000 	 7 
0X00220108 	 3248 	 0X06000600 	 0X00000000 	 6 
0X00220108 	 3249 	 0X06000600 	 0X00000000 	 7 
0X00220109 	 2370 	 0X06000000 	 0X00000600 	 5 
0X00220109 	 2371 	 0X06000000 	 0X00000600 	 4 
0X00220109 	 2368 	 0X06000000 	 0X00000000 	 5 
0X00220109 	 2369 	 0X06000000 	 0X00000000 	 4 
0X00220109 	 2366 	 0X06000000 	 0X00000000 	 5 
0X00220109 	 2367 	 0X06000000 	 0X00000000 	 4 
0X00220109 	 2364 	 0X06000000 	 0X00000000 	 5 
0X00220109 	 2365 	 0X06000000 	 0X00000000 	 4 
0X00220109 	 2362 	 0X06000600 	 0X00000000 	 5 
0X00220109 	 2363 	 0X06000600 	 0X00000000 	 4 
0X00220109 	 2360 	 0X06000600 	 0X00000000 	 5 
0X00220109 	 2361 	 0X06000600 	 0X00000000 	 4 
0X00220109 	 2394 	 0X06000000 	 0X00000600 	 5 
0X00220109 	 2395 	 0X06000000 	 0X00000600 	 4 
0X00220109 	 2392 	 0X06000000 	 0X00000000 	 5 
0X00220109 	 2393 	 0X06000000 	 0X00000000 	 4 
0X00220109 	 2390 	 0X06000000 	 0X00000000 	 5 
0X00220109 	 2391 	 0X06000000 	 0X00000000 	 4 
0X00220109 	 2388 	 0X06000000 	 0X00000000 	 5 
0X00220109 	 2389 	 0X06000000 	 0X00000000 	 4 
0X00220109 	 2386 	 0X06000600 	 0X00000000 	 5 
0X00220109 	 2387 	 0X06000600 	 0X00000000 	 4 
0X00220109 	 2384 	 0X06000600 	 0X00000000 	 5 
0X00220109 	 2385 	 0X06000600 	 0X00000000 	 4 
0X00220109 	 5490 	 0X03000000 	 0X00000300 	 10
0X00220109 	 5491 	 0X03000000 	 0X00000300 	 11
0X00220109 	 5488 	 0X03000000 	 0X00000000 	 10
0X00220109 	 5489 	 0X03000000 	 0X00000000 	 11
0X00220109 	 5486 	 0X03000000 	 0X00000000 	 10
0X00220109 	 5487 	 0X03000000 	 0X00000000 	 11
0X00220109 	 5484 	 0X03000000 	 0X00000000 	 10
0X00220109 	 5485 	 0X03000000 	 0X00000000 	 11
0X00220109 	 5482 	 0X03000000 	 0X00000000 	 10
0X00220109 	 5483 	 0X03000000 	 0X00000000 	 11
0X00220109 	 5480 	 0X03000000 	 0X00000000 	 10
0X00220109 	 5481 	 0X03000000 	 0X00000000 	 11
0X00220109 	 5514 	 0X02000000 	 0X00000200 	 10
0X00220109 	 5515 	 0X02000000 	 0X00000200 	 11
0X00220109 	 5512 	 0X02000000 	 0X00000000 	 10
0X00220109 	 5513 	 0X02000000 	 0X00000000 	 11
0X00220109 	 5510 	 0X02000000 	 0X00000000 	 10
0X00220109 	 5511 	 0X02000000 	 0X00000000 	 11
0X00220109 	 5508 	 0X02000000 	 0X00000000 	 10
0X00220109 	 5509 	 0X02000000 	 0X00000000 	 11
0X00220109 	 5506 	 0X02000000 	 0X00000000 	 10
0X00220109 	 5507 	 0X02000000 	 0X00000000 	 11
0X00220109 	 5504 	 0X02000000 	 0X00000000 	 10
0X00220109 	 5505 	 0X02000000 	 0X00000000 	 11
0X00220109 	 5538 	 0X06000000 	 0X00000600 	 10
0X00220109 	 5539 	 0X06000000 	 0X00000600 	 11
0X00220109 	 5536 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5537 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5534 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5535 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5532 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5533 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5530 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5531 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5528 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5529 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5562 	 0X06000000 	 0X00000600 	 10
0X00220109 	 5563 	 0X06000000 	 0X00000600 	 11
0X00220109 	 5560 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5561 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5558 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5559 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5556 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5557 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5554 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5555 	 0X06000000 	 0X00000000 	 11
0X00220109 	 5552 	 0X06000000 	 0X00000000 	 10
0X00220109 	 5553 	 0X06000000 	 0X00000000 	 11
0X0022010a 	 5586 	 0X04000000 	 0X00000400 	 10
0X0022010a 	 5587 	 0X04000000 	 0X00000400 	 11
0X0022010a 	 5584 	 0X04000000 	 0X00000000 	 10
0X0022010a 	 5585 	 0X04000000 	 0X00000000 	 11
0X0022010a 	 5582 	 0X04000000 	 0X00000000 	 10
0X0022010a 	 5583 	 0X04000000 	 0X00000000 	 11
0X0022010a 	 5580 	 0X04000000 	 0X00000000 	 10
0X0022010a 	 5581 	 0X04000000 	 0X00000000 	 11
0X0022010a 	 5578 	 0X04000000 	 0X00000000 	 10
0X0022010a 	 5579 	 0X04000000 	 0X00000000 	 11
